Ticker(Editable),Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns,,,,Date Modified
CPRT,CPRT,CPRT,-0.1346043851,0.04657597418,0.7410817031,9.858851675,,,,
EW,EW,EW,0.1255842002,0.07486323064,-0.0360232408,2.344982079,,,,
EA,EA,EA,0.1815165208,0.3979617409,0.2756307645,1.518055974,,,,
TEAM,TEAM,TEAM,0.007440659206,-0.1660897893,-0.09630977991,-0.09630977991,,,,
KR,KR,KR,0.1692829112,0.4340406913,0.9549657024,0.8335664336,,,,
XEL,XEL,XEL,0.2144304192,0.3099680619,0.1376642336,1.249711316,,,,
AME,AME,AME,0.09165005277,0.2207068389,0.9096317571,2.662600826,,,,
AIG,AIG,AIG,0.06101879597,0.25382263,1.877724418,0.3995688106,,,,
ONC,ONC,ONC,0.5758444413,0.7325349301,0.1679886686,0.1679886686,,,,
EBAY,EBAY,EBAY,0.4266503667,1.130534003,0.7789634146,2.867439934,,,,
YUM,YUM,YUM,0.1169656203,0.1958870129,0.6354782228,1.734675206,,,,
RKT,RKT,RKT,0.00668036999,1.374545455,-0.04532163743,-0.04532163743,,,,
CCEP,CCEP,CCEP,0.1282051282,0.4177854999,1.318780677,0.9171294319,,,,
FER,FER,FER,0.3234677231,0.3234677231,0.3234677231,0.3234677231,,,,
FANG,FANG,FANG,-0.2201369789,-0.05260744235,3.836454849,1.308957369,,,,
FNV,FNV,FNV,0.6370451351,0.5180304127,0.511790582,3.869686411,,,,
KMB,KMB,KMB,-0.1213753988,0.003644314869,-0.1535992351,0.1602846175,,,,
PEG,PEG,PEG,-0.06064751482,0.3667274838,0.522261223,1.030056664,,,,
CHTR,CHTR,CHTR,-0.1854589312,-0.4014135721,-0.571186689,0.5304474143,,,,
ETR,ETR,ETR,0.4086434943,0.9049500832,0.8888430604,1.859506712,,,,
RMD,RMD,RMD,0.1094072426,0.9827174778,0.6220421202,4.547036213,,,,
HLN,HLN,HLN,-0.1679174484,0.09236453202,0.09236453202,0.09236453202,,,,
TKO,TKO,TKO,0.6062843547,1.382743094,1.382743094,1.382743094,,,,
CUK,CUK,CUK,0.6152492669,1.190930788,1.231766613,-0.4547614334,,,,
CCL,CCL,CCL,0.6214628938,1.184892086,1.01526211,-0.3756167763,,,,
UI,UI,UI,1.903073286,3.472961614,2.991997999,19.33630573,,,,
TGT,TGT,TGT,-0.4345626841,-0.2133440228,-0.4278587626,0.1369898288,,,,
VMC,VMC,VMC,0.1758514428,0.4542169867,1.251762722,2.390376183,,,,
SYY,SYY,SYY,0.07080225101,0.1894170664,0.3194646025,1.113119835,,,,
ARES,ARES,ARES,0.06928112884,0.5915799432,3.223700728,8.268870523,,,,
HEI.A,HEI.A,HEI.A,0.2070582548,0.9619676253,1.818376792,10.12655971,,,,
HEI,HEI,HEI,0.1924843738,0.9855799373,2.040222713,12.02220395,,,,
HSY,HSY,HSY,-0.01267197683,-0.07321454581,0.3681909404,1.091257669,,,,
ROK,ROK,ROK,0.3072753645,0.2041347303,0.5879816386,2.428228228,,,,
DAL,DAL,DAL,0.2073221757,0.5364749734,0.9378777703,0.2922077922,,,,
ALAB,ALAB,ALAB,3.011530193,3.011530193,3.011530193,3.011530193,,,,
WDC,WDC,WDC,1.183754728,2.252001186,2.772008253,1.126187246,,,,
LYV,LYV,LYV,0.5087033417,1.03566943,2.044327573,5.750520616,,,,
CCJ,CCJ,CCJ,0.7765661749,1.002651241,7.284147557,6.101709402,,,,
ALC,ALC,ALC,-0.2374949166,-0.03907751441,0.3321492007,0.3321492007,,,,
MLM,MLM,MLM,0.1322585461,0.4794226643,1.684124386,2.972764174,,,,
HIG,HIG,HIG,0.132051172,0.8074023304,2.682960894,1.964920171,,,,
STLA,STLA,STLA,-0.3811053985,-0.4994802495,-0.1961602671,0.7866419295,,,,
CAH,CAH,CAH,0.4028496234,0.732765385,2.259118701,1.004408714,,,,
FICO,FICO,FICO,-0.1949606135,0.7339490775,2.672489291,17.88374939,,,,
GFI,GFI,GFI,1.584724005,2.415606446,2.453687822,14.98015873,,,,
TRGP,TRGP,TRGP,0.1005368784,1.018166901,11.16031073,2.436240271,,,,
LVS,LVS,LVS,0.1940063091,0.1687251875,0.128407155,0.3161947342,,,,
ABEV,ABEV,ABEV,-0.01716738197,-0.1259541985,-0.01716738197,-0.5138004246,,,,
PRU,PRU,PRU,-0.1376345881,0.06449618792,0.6643041237,0.3861014221,,,,
CSGP,CSGP,CSGP,0.1009955462,0.07590885817,0.0005952380952,4.054119062,,,,
KDP,KDP,KDP,-0.3061062649,-0.1918103448,-0.05846484935,-0.6599300428,,,,
WEC,WEC,WEC,0.1848952824,0.3220819072,0.1631190946,1.197332287,,,,
A,A,A,-0.1232818778,0.111130963,0.2732111782,2.72729997,,,,
ED,ED,ED,-0.03900019451,0.09509032473,0.3040781312,0.501215436,,,,
PUK,PUK,PUK,0.5755681818,0.2726021111,0.005438723713,-0.2995705986,,,,
VG,VG,VG,0,0,0,0,,,,
RJF,RJF,RJF,0.3845844072,0.6875429469,2.642932825,4.310781588,,,,
OTIS,OTIS,OTIS,-0.1031032043,0.09610870908,0.4415922015,0.4415922015,,,,
AU,AU,AU,1.316521739,2.623503808,1.598517362,8.024390244,,,,
MCHP,MCHP,MCHP,-0.1503225806,-0.1495544363,0.3294972744,2.223201175,,,,
TME,TME,TME,1,2.761904762,0.6344827586,0.6344827586,,,,
XYL,XYL,XYL,0.06328923632,0.5546763381,0.7031061883,3.41097599,,,,
FWONA,FWONA,FWONA,0.3297471007,0.6820431248,0.6820431248,0.6820431248,,,,
SOFI,SOFI,SOFI,2.632183908,2.786950732,2.786950732,2.786950732,,,,
FWONK,FWONK,FWONK,0.3528728212,0.6576491062,0.6576491062,0.6576491062,,,,
CHT,CHT,CHT,0.0963554668,0.2112520684,0.2036174294,0.4743202417,,,,
GEHC,GEHC,GEHC,-0.1977009001,0.1128158845,0.1128158845,0.1128158845,,,,
VRSK,VRSK,VRSK,-0.08248045621,0.001071325559,0.3397485387,2.387479085,,,,
UAL,UAL,UAL,0.890546336,1.361751689,1.964619883,0.8873790022,,,,
SLF,SLF,SLF,0.02590853765,0.1878397423,0.4647467726,0.8807778132,,,,
WAB,WAB,WAB,0.06472151478,0.7902625209,2.171862114,1.240069889,,,,
WTW,WTW,WTW,0.187718267,0.6058906031,0.7289978356,2.203992165,,,,
FIS,FIS,FIS,-0.2368201833,0.1455877099,-0.5607534247,-0.02611996963,,,,
KVUE,KVUE,KVUE,-0.2704456945,-0.1905904945,-0.1905904945,-0.1905904945,,,,
CTSH,CTSH,CTSH,-0.100999474,-0.01964721067,0.004112808461,0.1385742838,,,,
ACGL,ACGL,ACGL,-0.1992942214,0.1184226741,2.190158172,2.753515302,,,,
BBD,BBD,BBD,0.2945736434,0.1802120141,0.147766323,0.3858921162,,,,
BBDO,BBDO,BBDO,0.2330508475,0.1593625498,0.06204379562,0.08582089552,,,,
HPE,HPE,HPE,0.2955508475,0.4413671184,1.684961581,1.684961581,,,,
DD,DD,DD,-0.1297210424,0.03339694656,0.3773619186,0.3302333743,,,,
NRG,NRG,NRG,0.8833030027,3.225057413,4.609078591,10.12021491,,,,
PCG,PCG,PCG,-0.2603430878,-0.1416861827,0.466,-0.7181311286,,,,
IR,IR,IR,-0.1744719927,0.2579291045,1.287531807,1.287531807,,,,
STT,STT,STT,0.2704982567,0.6707587635,0.9309401709,0.7014610634,,,,
SYM,SYM,SYM,1.241860465,0.7515692104,0.7515692104,0.7515692104,,,,
EFX,EFX,EFX,-0.1428428728,0.3982401825,0.6458666326,1.700409105,,,,
LEN.B,LEN.B,LEN.B,-0.2393440531,0.2565616106,1.11740675,2.365612648,,,,
EQT,EQT,EQT,0.4893378227,0.3638232271,2.826964672,0.4518599562,,,,
LEN,LEN,LEN,-0.2629449364,0.2009363654,0.7702816901,1.90143121,,,,
IQV,IQV,IQV,-0.2434778979,-0.1045012105,0.1978849967,1.624384593,,,,
EL,EL,EL,-0.07229832572,-0.4134992096,-0.6034851301,0.1054540744,,,,
KHC,KHC,KHC,-0.2293948127,-0.2208624709,-0.08204600069,-0.6179454208,,,,
MTB,MTB,MTB,0.1410263745,0.5880245242,1.184446878,0.6631087392,,,,
CVE,CVE,CVE,0.02592165899,-0.1183168317,3.57840617,0.2009440324,,,,
HUM,HUM,HUM,-0.160971079,-0.4771788373,-0.3464637645,0.504191548,,,,
NUE,NUE,NUE,-0.09434964478,-0.1214170692,2.014364641,2.686486486,,,,
TSCO,TSCO,TSCO,0.03314718069,0.3896292707,1.059985632,2.509791922,,,,
INSM,INSM,INSM,0.941346551,4.46935609,3.195180006,6.760044029,,,,
KEYS,KEYS,KEYS,0.1318709845,0.3335117364,0.7775173257,4.769434337,,,,
KB,KB,KB,0.3255700326,0.9327950606,1.4912764,1.899536872,,,,
BRO,BRO,BRO,-0.09810371517,0.292926491,1.121529358,5.065061809,,,,
CRCL,CRCL,CRCL,0,0,0,0,,,,
FITB,FITB,FITB,0.05488089678,0.7433423389,1.206643869,1.428494624,,,,
KGC,KGC,KGC,1.390769231,3.766871166,1.664,13.56875,,,,
WIT,WIT,WIT,-0.1578947368,0.09677419355,0.1476793249,0.2420091324,,,,
CLS,CLS,CLS,3.810162032,9.4411637,34.41384389,18.22142286,,,,
TEF,TEF,TEF,0.03885480573,0.2153110048,0.4597701149,-0.5741827326,,,,
ODFL,ODFL,ODFL,-0.2890837617,-0.309409576,0.5465409495,5.959052787,,,,
MT,MT,MT,0.4322271092,0.4680327869,1.962779156,1.895715441,,,,
QSR,QSR,QSR,-0.08706115515,-0.04146848989,0.1385946328,0.7844493636,,,,
ADM,ADM,ADM,0.01234974477,-0.2046571798,0.3342013889,0.4962277927,,,,
IX,IX,IX,0.1159176816,0.364663585,1.022070015,1.079029734,,,,
PSTG,PSTG,PSTG,0.7034731982,1.503688404,4.72537112,4.72537112,,,,
OWL,OWL,OWL,-0.09665621735,0.3582089552,0.3582089552,0.3582089552,,,,
EME,EME,EME,0.4451748316,1.967978779,8.429194883,12.93926585,,,,
DTE,DTE,DTE,0.1075105755,0.313268976,0.4215756582,1.070426738,,,,
WDS,WDS,WDS,-0.1199082042,-0.3444444444,0.1891472868,-0.2465618861,,,,
FIG,FIG,FIG,0,0,0,0,,,,
FIX,FIX,FIX,1.03889948,3.602314357,14.70668783,29.79610895,,,,
RYAAY,RYAAY,RYAAY,0.2361535107,0.4276001007,0.7347001224,0.7632970451,,,,
WRB,WRB,WRB,0.320564872,0.728911486,1.77897474,3.710957179,,,,
CRDO,CRDO,CRDO,3.999330656,9.038978495,9.038978495,9.038978495,,,,
BR,BR,BR,0.121027882,0.2751094062,0.809892638,3.321735946,,,,
SMCI,SMCI,SMCI,-0.003451251079,0.8561671354,16.9766537,16.17472119,,,,
SYF,SYF,SYF,0.5480190832,1.374482978,1.968575975,1.395057766,,,,
AMRZ,AMRZ,AMRZ,0,0,0,0,,,,
AWK,AWK,AWK,-0.05950082736,0.02795779955,-0.05421895583,1.521907931,,,,
VOD,VOD,VOD,0.1228939544,0.147922999,-0.1519461078,-0.6359254499,,,,
NTR,NTR,NTR,0.2377856993,-0.05355138688,0.4857790083,0.4857790083,,,,
EXPE,EXPE,EXPE,0.4726203353,1.163372728,1.32798974,0.8662611378,,,,
AEE,AEE,AEE,0.1807750849,0.2677561282,0.289477049,1.427780453,,,,
ERIC,ERIC,ERIC,0.05943152455,0.64,-0.2175572519,-0.1182795699,,,,
LPLA,LPLA,LPLA,0.5008108108,0.3843852578,3.424701195,7.554043646,,,,
VIK,VIK,VIK,0.7306697327,0.7306697327,0.7306697327,0.7306697327,,,,
HUBS,HUBS,HUBS,-0.03149724681,0.06644731396,0.7527123083,9.747653806,,,,
GIS,GIS,GIS,-0.3071709367,-0.2110219203,-0.1434556729,-0.0776033207,,,,
AFRM,AFRM,AFRM,0.8272075303,3.03214639,3.03214639,3.03214639,,,,
NBIS,NBIS,NBIS,0,0,0,0,,,,
PPL,PPL,PPL,0.120663187,0.46,0.3789195315,0.144200627,,,,
ROL,ROL,ROL,0.106051646,0.5059044552,0.5686329326,3.723063973,,,,
K,K,K,-0.04598983513,0.3787173056,0.3002196317,0.2331357154,,,,
VRSN,VRSN,VRSN,0.551337829,0.4196277496,0.3875863411,3.217327025,,,,
DXCM,DXCM,DXCM,-0.01689484416,-0.2156634906,-0.3289591411,2.182461103,,,,
ATO,ATO,ATO,0.2219372802,0.5095039826,0.7508661417,1.8953125,,,,
PHG,PHG,PHG,-0.1103896104,0.3838383838,-0.343398035,0.3022813688,,,,
HPQ,HPQ,HPQ,-0.2327008929,0.04562737643,0.5027322404,1.466367713,,,,
TDY,TDY,TDY,0.2955339092,0.3592364057,0.8075517661,5.233226484,,,,
TW,TW,TW,-0.09186351706,0.3630432106,1.006160536,1.006160536,,,,
VLTO,VLTO,VLTO,-0.05179533214,-0.05179533214,-0.05179533214,-0.05179533214,,,,
FOX,FOX,FOX,0.3973237262,0.888038943,1.027632562,1.027632562,,,,
FOXA,FOXA,FOXA,0.4215500945,0.9275873118,1.253183521,1.253183521,,,,
MDB,MDB,MDB,0.1263932552,-0.05403378236,0.352174286,0.352174286,,,,
MTD,MTD,MTD,-0.1388962056,0.1067772601,0.2740418637,3.474749658,,,,
ES,ES,ES,0.03878532772,0.1179420806,-0.1622211445,0.4076186596,,,,
GRAB,GRAB,GRAB,0.6810810811,0.8134110787,0.8134110787,0.8134110787,,,,
LI,LI,LI,0.02872168285,-0.2808257919,0.6094936709,0.6094936709,,,,
PHM,PHM,PHM,-0.08627669971,0.770593805,1.974324017,5.878612717,,,,
RKLB,RKLB,RKLB,5.415019763,10.19310345,10.19310345,10.19310345,,,,
NOK,NOK,NOK,0.07727272727,0.2375979112,0.253968254,-0.26625387,,,,
CQP,CQP,CQP,0.1101449275,-0.05979309136,0.6307785888,1.123564356,,,,
HBAN,HBAN,HBAN,0.1971054445,0.6685878963,0.9693877551,0.6880466472,,,,
CNP,CNP,CNP,0.360181311,0.378932485,1.054239073,1.224059293,,,,
FE,FE,FE,0.009851088202,0.2271714922,0.5412587413,0.4260757037,,,,
STM,STM,STM,0.02039381153,-0.3208518605,-0.005823912299,3.591772152,,,,
JBL,JBL,JBL,0.9961013645,1.09115381,5.736842105,9.405542725,,,,
NTRS,NTRS,NTRS,0.4168034132,0.8709910431,0.6938268376,0.9286671631,,,,
FTS,FTS,FTS,0.09638821183,0.2345309381,0.2308457711,0.8325925926,,,,
ASX,ASX,ASX,0.1403162055,0.5325365206,1.856435644,1.262745098,,,,
ZM,ZM,ZM,0.1955926833,0.2091769847,-0.8328096677,-0.8328096677,,,,
NTAP,NTAP,NTAP,0.002440016267,0.6322341412,1.937321258,3.235395189,,,,
STE,STE,STE,0.03253022163,0.08975324503,0.4452147347,2.800247181,,,,
MKL,MKL,MKL,0.2267898942,0.2637168953,1.031974968,1.428371777,,,,
IP,IP,IP,-0.04913651316,0.3286411951,0.1868103669,0.3031839955,,,,
PTC,PTC,PTC,0.1451712695,0.4453041812,1.492654261,5.42068748,,,,
WSM,WSM,WSM,0.3116245582,1.564499616,3.614091642,4.27480916,,,,
TPG,TPG,TPG,0.03101567825,0.9790644423,0.9790644423,0.9790644423,,,,
CG,CG,CG,0.4766958929,1.090137165,1.70156184,2.699421965,,,,
TU,TU,TU,-0.05275779376,-0.06398104265,-0.1123595506,-0.006913890635,,,,
CYBR,CYBR,CYBR,0.6702049137,1.864661201,3.781064493,8.343098702,,,,
TPR,TPR,TPR,1.498237885,2.979649123,5.932762836,3.133381924,,,,
CINF,CINF,CINF,0.1345913797,0.4489872468,1.010147001,1.921535262,,,,
LDOS,LDOS,LDOS,0.1827074787,1.051225919,1.037399435,3.551858149,,,,
EXE,EXE,EXE,0.2873017855,0.2408232038,0.2408232038,0.2408232038,,,,
PINS,PINS,PINS,0.04265402844,0.2663085188,-0.1729323308,-0.1729323308,,,,
PPG,PPG,PPG,-0.1779925187,-0.2012116622,-0.1228274428,0.2481363152,,,,
RF,RF,RF,0.1631762653,0.5410404624,1.423636364,2.029545455,,,,
BNTX,BNTX,BNTX,-0.1580146873,-0.03268037238,0.4957264957,0.4957264957,,,,
NTRA,NTRA,NTRA,0.3317354566,2.626327434,1.388662198,12.42424242,,,,
FCNCA,FCNCA,FCNCA,-0.01177731346,0.3287451034,4.891139647,7.424026809,,,,
SHG,SHG,SHG,0.1399485139,0.7667754806,1.09145556,0.4720459353,,,,
ULTA,ULTA,ULTA,0.3307080745,0.3444363563,1.470184015,2.258761256,,,,
BEKE,BEKE,BEKE,0.135262847,0.2376046362,-0.6626294541,-0.6626294541,,,,
FUTU,FUTU,FUTU,1.356570513,2.039269721,4.889853138,4.889853138,,,,
PBA,PBA,PBA,-0.02128174123,0.3290640394,0.8736111111,0.6834442596,,,,
LH,LH,LH,0.2663191296,0.3403224259,0.7966941086,2.00344049,,,,
STZ,STZ,STZ,-0.4716599992,-0.4798596218,-0.2663623364,0.05923925991,,,,
DOV,DOV,DOV,-0.1315475263,0.1736354707,0.541843318,2.667836001,,,,
FSLR,FSLR,FSLR,-0.1044416296,0.3336375806,2.476130056,4.370497427,,,,
ESLT,ESLT,ESLT,1.525746653,1.423538712,3.063121272,5.795511222,,,,
HUBB,HUBB,HUBB,0.01482841407,0.3771999872,2.221939919,4.197203472,,,,
PODD,PODD,PODD,0.3680180746,1.113984612,0.459948205,11.74240062,,,,
TROW,TROW,TROW,-0.05499223532,-0.02359603587,-0.1738540169,0.497105644,,,,
TTD,TTD,TTD,-0.5769473779,-0.3758988016,-0.009509721048,-0.009509721048,,,,
CFG,CFG,CFG,0.3039744848,0.9958693203,1.175603766,1.348652232,,,,
NVR,NVR,NVR,-0.1666782454,0.3472772414,1.04467868,4.160186975,,,,
TYL,TYL,TYL,-0.1064000684,0.3440520255,0.5136050483,2.608377614,,,,
DG,DG,DG,0.2295564184,-0.03115149268,-0.4985363981,0.483110985,,,,
SW,SW,SW,-0.08947368421,-0.08947368421,-0.08947368421,-0.08947368421,,,,
IONQ,IONQ,IONQ,8.096059113,4.507829978,4.507829978,4.507829978,,,,
FLEX,FLEX,FLEX,0.7909797823,2.041732699,6.458549223,6.646746348,,,,
TOST,TOST,TOST,0.3408360129,0.995215311,0.995215311,0.995215311,,,,
IOT,IOT,IOT,-0.2574874372,0.5645912749,0.5645912749,0.5645912749,,,,
DVN,DVN,DVN,-0.1414289198,-0.2588928647,2.992063492,-0.0419047619,,,,
NMR,NMR,NMR,0.3363636364,0.7375886525,0.5408805031,0.2782608696,,,,
CHKP,CHKP,CHKP,0.04122074863,0.4910904158,0.691821283,1.589988536,,,,
DRI,DRI,DRI,0.0905850038,0.3209457068,0.9204486982,2.059681915,,,,
SSNC,SSNC,SSNC,0.1750634772,0.6349944217,0.4529081295,1.550174014,,,,
BCE,BCE,BCE,-0.341873043,-0.4137931034,-0.4419502776,-0.4265873016,,,,
EBR,EBR,EBR,0.302739726,0.3208333333,0.6340206186,7.128205128,,,,
EBR.B,EBR.B,EBR.B,0.2475,0.2827763496,0.7001703578,4.015075377,,,,
AER,AER,AER,0.2556954125,0.9184678957,4.227804244,2.15252024,,,,
CDW,CDW,CDW,-0.2845104334,-0.2172195122,0.4233634912,3.080091533,,,,
DKNG,DKNG,DKNG,0.09734287174,0.5698099415,-0.1925173905,-0.1925173905,,,,
LULU,LULU,LULU,-0.3199772339,-0.533681992,-0.4316790867,2.55807028,,,,
TER,TER,TER,0.01671500534,0.3812733306,0.7139732373,6.854363208,,,,
TPL,TPL,TPL,-0.005953646609,0.5081131649,5.219650103,18.70910624,,,,
CMS,CMS,CMS,0.0225456621,0.2810153736,0.1682425823,1.077703682,,,,
EIX,EIX,EIX,-0.3595531766,-0.1862803075,0.06563407551,-0.1069284439,,,,
CHD,CHD,CHD,-0.1578437076,-0.07438192668,-0.06551909629,1.057318806,,,,
SATS,SATS,SATS,1.88590604,3.139297848,1.932210189,1.138052062,,,,
RPRX,RPRX,RPRX,0.2908697221,0.3442314919,-0.1073122036,-0.1073122036,,,,
BAP,BAP,BAP,0.496260894,1.013544189,1.158407008,1.642601787,,,,
OKLO,OKLO,OKLO,14.78459687,11.67342995,11.67342995,11.67342995,,,,
CPAY,CPAY,CPAY,-0.04030194058,0.09201164891,0.2503904436,1.067923211,,,,
PSKY,PSKY,PSKY,0,0,0,0,,,,
RBA,RBA,RBA,0.3147268409,0.7477107673,0.9082916738,3.32421875,,,,
DGX,DGX,DGX,0.22040763,0.5029766693,0.672515667,2.087423566,,,,
TEVA,TEVA,TEVA,0.08685843204,0.88,1.209862385,-0.6613356766,,,,
GPN,GPN,GPN,-0.1608708217,-0.2714118434,-0.5022285714,0.5555357143,,,,
HAL,HAL,HAL,-0.1845178512,-0.4036115178,0.9757477769,-0.3003149155,,,,
ON,ON,ON,-0.2771392082,-0.460724116,1.486090776,4.678929766,,,,
BIP,BIP,BIP,-0.08048349057,-0.005420918367,-0.008897362568,1.093288591,,,,
KEY,KEY,KEY,0.1293622142,0.7657572907,0.6029035013,0.4710031348,,,,
DKS,DKS,DKS,0.06135619785,1.143362502,3.119520487,3.753096614,,,,
CASY,CASY,CASY,0.4710786027,0.9639203016,2.149939541,4.256558086,,,,
GWRE,GWRE,GWRE,0.344333996,1.701712329,1.260458453,3.669889503,,,,
BIIB,BIIB,BIIB,-0.2907995055,-0.4601599875,-0.4962309719,-0.451076555,,,,
NTNX,NTNX,NTNX,0.2328496042,1.113058225,2.432506887,2.432506887,,,,
XPEV,XPEV,XPEV,0.9878504673,0.2744158179,0.1862799777,0.1862799777,,,,
BNT,BNT,BNT,0.3174603175,1.121728545,1.121728545,1.121728545,,,,
L,L,L,0.2699590583,0.534394806,1.947149644,1.803954802,,,,
BSBR,BSBR,BSBR,0.03007518797,0.04780114723,0.1684434968,0.8896551724,,,,
VIV,VIV,VIV,0.2349457058,0.4087837838,0.5349693252,0.4215909091,,,,
STLD,STLD,STLD,0.09384775808,0.3063511831,3.725225225,7.170760935,,,,
GIB,GIB,GIB,-0.1990744783,-0.08562599681,0.3668603785,1.614880274,,,,
FMX,FMX,FMX,-0.03138924646,-0.1129851288,0.7899359561,0.1300831793,,,,
ZBH,ZBH,ZBH,-0.08190334848,-0.1565402642,-0.2443697992,0.104194556,,,,
GDDY,GDDY,GDDY,-0.09190593903,0.9658342481,0.8958581448,4.82398374,,,,
CIEN,CIEN,CIEN,1.286799934,1.937606112,2.52034588,5.818719212,,,,
ASTS,ASTS,ASTS,1.108317215,13.45623342,4.390702275,4.390702275,,,,
UTHR,UTHR,UTHR,0.2260038561,0.9581808444,3.367844699,2.27059262,,,,
NI,NI,NI,0.2373722628,0.5872659176,0.9141824752,1.376892877,,,,
IT,IT,IT,-0.4856147493,-0.2656813165,1.091683247,2.120636428,,,,
CW,CW,CW,0.5621066781,1.573427277,4.479425632,7.24077357,,,,
TRMB,TRMB,TRMB,0.3650034176,0.5925039872,0.6693834901,3.955334988,,,,
TLN,TLN,TLN,1.249838118,6.664338235,6.664338235,6.664338235,,,,
DLTR,DLTR,DLTR,0.3452097068,-0.08141762452,0.07246700962,0.3959243086,,,,
GPC,GPC,GPC,-0.007518258628,-0.057010681,0.4730074389,0.6768691023,,,,
PKG,PKG,PKG,0.0009297136482,0.4273781903,0.9674707602,2.628581058,,,,
RCI,RCI,RCI,-0.1465878295,-0.1387369468,-0.1081359423,0.01613376357,,,,
TLK,TLK,TLK,-0.08225108225,-0.2170701682,0.04091653028,0.09781357883,,,,
ZG,ZG,ZG,0.173699555,0.7266365688,-0.2441699605,1.70952887,,,,
Z,Z,Z,0.1745465358,0.737791465,-0.2199071788,1.864394489,,,,
AS,AS,AS,1.244575937,1.244575937,1.244575937,1.244575937,,,,
TECK,TECK,TECK,-0.2154901961,-0.02462213554,1.8497151,8.011261261,,,,
RIVN,RIVN,RIVN,0.3336148649,-0.2527212494,-0.2527212494,-0.2527212494,,,,
RL,RL,RL,0.6369025759,1.756759145,3.390178697,1.974923722,,,,
U,U,U,0.9167744718,0.4174107143,-0.5052865888,-0.5052865888,,,,
TSN,TSN,TSN,-0.1001321877,0.07585934413,-0.07975667455,0.3019364093,,,,
TS,TS,TS,0.1314845024,0.1111823134,2.639034627,0.4657650042,,,,
AMCR,AMCR,AMCR,-0.2868632708,-0.1316648531,-0.2624768946,-0.2624768946,,,,
FFIV,FFIV,FFIV,0.451118068,1.046871057,1.704142012,1.844232118,,,,
LII,LII,LII,-0.1584813878,0.3745165619,0.9790893249,3.53625076,,,,
FTAI,FTAI,FTAI,0.3692745158,4.208126279,12.10073529,16.16473988,,,,
APTV,APTV,APTV,0.1793093884,-0.1417036738,-0.01574074074,0.44282321,,,,
EC,EC,EC,0.03326180258,-0.2399368587,-0.03021148036,0.1630434783,,,,
PFG,PFG,PFG,-0.04045022863,0.09236518954,1.118560704,0.7641733132,,,,
GFS,GFS,GFS,-0.1508709016,-0.4210618233,-0.4210618233,-0.4210618233,,,,
BE,BE,BE,5.563567362,4.038601602,3.560316414,3.560316414,,,,
PNR,PNR,PNR,0.1281308218,0.661332114,1.424377224,2.165843741,,,,
WST,WST,WST,-0.1606987182,-0.3079339723,-0.0355088865,3.784465305,,,,
CRBG,CRBG,CRBG,0.1388888889,0.6261774913,0.6261774913,0.6261774913,,,,
CTRA,CTRA,CTRA,-0.0004208754209,-0.1061347384,0.3107064018,0.04625550661,,,,
NWSA,NWSA,NWSA,0.131785848,0.5275391612,1.143971631,1.459723352,,,,
IHG,IHG,IHG,0.06316262354,0.5947439353,1.335767864,1.654924837,,,,
UMC,UMC,UMC,-0.131242741,0.05799151344,0.768321513,3.617283951,,,,
NWS,NWS,NWS,0.1953736655,0.6417399804,1.401000715,1.700160772,,,,
GEN,GEN,GEN,0.06948529412,0.5556149733,0.3918660287,0.4545,,,,
WAT,WAT,WAT,-0.1488773848,0.08004871568,0.531717785,1.539703202,,,,
SNA,SNA,SNA,0.1935937555,0.3245542159,1.389960574,1.253518322,,,,
SGI,SGI,SGI,0.5201851852,0.9315294118,2.748401826,3.573259053,,,,
J,J,J,0.1859417726,0.3490074101,0.9735010707,3.868273358,,,,
GMAB,GMAB,GMAB,0.2265722616,-0.1878102592,-0.1823986674,2.139658849,,,,
LUV,LUV,LUV,0.1112605042,0.2021818182,-0.1088948787,-0.117222964,,,,
USFD,USFD,USFD,0.2489075902,0.9012071939,2.404058227,2.404058227,,,,
WMG,WMG,WMG,0.07593307593,0.08010335917,0.2380599778,0.2380599778,,,,
MKC,MKC,MKC,-0.2215854823,-0.1371095818,-0.3193443992,0.6,,,,
MKC.V,MKC.V,MKC.V,-0.2207434053,-0.1542165539,-0.3103777589,0.5928921569,,,,
ACM,ACM,ACM,0.2661384977,0.5790436692,2.285532995,3.937070938,,,,
TRU,TRU,TRU,-0.1783187093,0.1926869351,0.07266904791,2.53306288,,,,
THC,THC,THC,0.1821679793,1.839012417,7.590214067,4.292866756,,,,
DOCU,DOCU,DOCU,0.4321513808,1.024337349,-0.6043981917,-0.6043981917,,,,
COHR,COHR,COHR,0.1871169063,2.310130516,1.659675406,5.784713376,,,,
KSPI,KSPI,KSPI,-0.1923040107,-0.1923040107,-0.1923040107,-0.1923040107,,,,
EVRG,EVRG,EVRG,0.1944579485,0.3831863389,0.4656989461,0.9463955638,,,,
GFL,GFL,GFL,0.1647029331,0.389769668,1.26523647,1.26523647,,,,
LNT,LNT,LNT,0.09025811823,0.2824681685,0.2749756573,1.256030324,,,,
DECK,DECK,DECK,-0.2795984456,0.3044447051,2.100919989,10.75792812,,,,
SBS,SBS,SBS,0.4458823529,0.9967506093,1.825287356,5.885154062,,,,
INCY,INCY,INCY,0.3211930926,0.4325106383,-0.0276140959,-0.1155947877,,,,
